Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Navi,https://www.crunchbase.com/funding_round/navi-2-grant--36a59cf7,Navi,https://www.crunchbase.com/organization/navi-2,Grant,60000,USD,60000,2016-09-01,,,,,No,Navi builds innovative AI-powered content analysis and content curation products for the media industry.,"Artificial Intelligence (AI), Machine Learning, Mobile, Software",,"Waterloo, Ontario, Canada, North America",http://usenavi.com,Less than $1M,60000,USD,60000,,2,,Fierce Founders Accelerator,1,,"294,564"
Angel Round - 3DLOOK,https://www.crunchbase.com/funding_round/3dlook-angel--e2aa5421,3DLOOK,https://www.crunchbase.com/organization/3dlook,Angel,100000,USD,100000,2016-05-01,Seed,,,,Yes,3DLOOK is a mobile body scanning solution that aims to change the way people shop.,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Personalization, Retail Technology, Software",Women Founded,"San Mateo, California, United States, North America",https://3dlook.me,$10M to $50M,14655000,USD,14655000,Early Stage Venture,7,,Vadim Rogovskiy,1,,"429,726"
Seed Round - Xihelm,https://www.crunchbase.com/funding_round/xihelm-seed--b73e3b18,Xihelm,https://www.crunchbase.com/organization/xihelm,Seed,10000,GBP,13304,2016-09-08,Seed,,,,Yes,"Xihelm is automating robotic, laborious handwork.","Agriculture, Artificial Intelligence (AI), Computer, Machine Learning, Robotics",,"London, England, United Kingdom, Europe",http://www.xihelm.com/,Less than $1M,10000,GBP,13304,Early Stage Venture,4,,Entrepreneur First,1,,"496,563"
Grant - VERSATILE,https://www.crunchbase.com/funding_round/versatile-natures-grant--6acc0d63,VERSATILE,https://www.crunchbase.com/organization/versatile-natures,Grant,125000,ILS,32637,2016-11-10,,,,,No,VERSATILE uses machine learning and AI to optimize construction and industrial processes.,"Artificial Intelligence (AI), Construction, Industrial, Internet of Things, Machine Learning, Real Estate, Software","Women Founded, Women Led","Boca Raton, Florida, United States, North America",https://www.versatile.ai,$1M to $10M,108532637,USD,108532637,Early Stage Venture,6,,MassChallenge,1,1,"496,651"
Angel Round - AVOCADO,https://www.crunchbase.com/funding_round/avocado-angel--ed94f6df,AVOCADO,https://www.crunchbase.com/organization/avocado,Angel,100000,USD,100000,2016-06-15,Seed,,,,Yes,AVOCADO marketplace enables consumers to shop their favorite speciality groceries online.,"Consumer, E-Commerce, Grocery, Marketplace, Predictive Analytics, Retail, Shopping, Software",Women Founded,"Santa Clara, California, United States, North America",,Less than $1M,650000,USD,650000,Seed,2,,"Ambarish Gupta, Aparna Aluri, Donald Stalter",3,,"497,069"
Seed Round - Glowfish IO,https://www.crunchbase.com/funding_round/glowfi-sh-seed--4f1d0f2b,Glowfish IO,https://www.crunchbase.com/organization/glowfi-sh,Seed,50000,USD,50000,2016-02-26,Seed,,,,Yes,"We digest IoT sensor data, perform real-time predictive modeling, and deliver early warning to protect valuable industrial assets.","Artificial Intelligence (AI), Internet of Things, Machine Learning, SaaS",,"San Francisco, California, United States, North America",https://glowfish.io,Less than $1M,50000,USD,50000,Seed,1,,"Forum Ventures, Right Side Capital Management",2,,"488,061"
Pre Seed Round - Sensifai,https://www.crunchbase.com/funding_round/sensifai-pre-seed--ed4c908e,Sensifai,https://www.crunchbase.com/organization/sensifai,Pre-Seed,120000,USD,120000,2016-10-01,Seed,,,,Yes,Sensifai offers most comprehensive video recognition system.,"Artificial Intelligence (AI), Computer Vision, Image Recognition, Information Technology, Machine Learning, Speech Recognition, Video, Visual Search",,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",http://www.sensifai.com,$1M to $10M,1521868,USD,1521868,Seed,12,,,,,"498,137"
Pre Seed Round - Sadeem Technology,https://www.crunchbase.com/funding_round/sadeem-technology-pre-seed--b3d66a39,Sadeem Technology,https://www.crunchbase.com/organization/sadeem-technology,Pre-Seed,30000,USD,30000,2016-03-10,Seed,,,,Yes,"To save lives using technology that creates safe, smart, sustainable cities.","Data Visualization, Information Technology, Intelligent Systems, Smart Cities, Software",,"Thuwal, Ha'il, Saudi Arabia, Asia",http://sadeemwss.com,$1M to $10M,2530000,USD,2530000,Early Stage Venture,6,,KAUST Innovation Fund,1,,"489,004"
Convertible Note - Rally,https://www.crunchbase.com/funding_round/rally-bus-convertible-note--a01cc894,Rally,https://www.crunchbase.com/organization/rally-bus,Convertible Note,100000,USD,100000,2016-06-17,,,,,No,Rally is Mass Mobility as a Service: technology and model innovations for the business of buses.,"Artificial Intelligence (AI), Collaborative Consumption, Events, Logistics, Music Venues, Sports, Transportation",Women Founded,"New York, New York, United States, North America",https://rally.co,$1M to $10M,6450000,USD,6450000,,11,Techstars,"Right Side Capital Management, Techstars",2,,"137,195"
Seed Round - Bloomsbury AI,https://www.crunchbase.com/funding_round/bloomsbury-ai-seed--cc3b0aa8,Bloomsbury AI,https://www.crunchbase.com/organization/bloomsbury-ai,Seed,10000,USD,10000,2016-09-08,Seed,,,,Yes,Bloomsbury AI enables everyone to easily create their own question-answering system.,"Artificial Intelligence (AI), Computer, Enterprise Software, Hardware, Natural Language Processing",,"London, England, United Kingdom, Europe",http://bloomsbury.ai/,$1M to $10M,1692731,USD,1692731,M&A,2,,Entrepreneur First,1,,"139,561"
Grant - Marigold Health,https://www.crunchbase.com/funding_round/marigold-health-grant--26d2366d,Marigold Health,https://www.crunchbase.com/organization/marigold-health,Grant,40000,USD,40000,2016-09-01,,,,,No,Marigold Health uses chat support groups to make substance use treatment more engaging and personalized for vulnerable populations.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Natural Language Processing, Psychology",,"Boston, Massachusetts, United States, North America",https://www.marigoldhealth.com/,$10M to $50M,21636727,USD,21636727,Early Stage Venture,12,,,,,"141,250"
Pre Seed Round - gC (acquired),https://www.crunchbase.com/funding_round/gilchrist-a-i-digital-pre-seed--6d30abd5,gC (acquired),https://www.crunchbase.com/organization/gilchrist-a-i-digital,Pre-Seed,50000,AUD,36889,2016-11-23,Seed,250000,AUD,184444,Yes,Knowledge management made easy for go-to-market teams.,"Big Data, Machine Learning, Software",,"Sydney, New South Wales, Australia, Oceania",,,50000,AUD,36889,Seed,2,,,,,"141,610"
Pre Seed Round - HorseAnalytics,https://www.crunchbase.com/funding_round/horseanalytics-pre-seed--fa8580b8,HorseAnalytics,https://www.crunchbase.com/organization/horseanalytics,Pre-Seed,100000,EUR,111807,2016-09-19,Seed,,,,Yes,HorseAnalytics empowers horse enthusiasts to monitor and improve health and training of horses by applying reliable technologies.,"Artificial Intelligence (AI), Information Technology, Internet of Things, Software",,"Hamburg, Hamburg, Germany, Europe",https://www.horseanalytics.com/,,625000,EUR,741345,Seed,2,VentureVilla Accelerator,VentureVilla Accelerator,1,,"599,662"
Angel Round - Z2P,https://www.crunchbase.com/funding_round/z2p-angel--39f1d399,Z2P,https://www.crunchbase.com/organization/z2p,Angel,74700,USD,74700,2016-07-15,Seed,,,,Yes,Credit-analysis and micro-loans to people based on proprietory credit algorithms based on machine learning.,"Apps, Financial Services, FinTech, Lending, Machine Learning, Micro Lending, Personal Finance",,"Mumbai, Maharashtra, India, Asia",https://z2p.today,,90200,USD,90200,M&A,2,,,,,"117,900"
Seed Round - KiaKia,https://www.crunchbase.com/funding_round/kiakia-seed--1cfe082b,KiaKia,https://www.crunchbase.com/organization/kiakia,Seed,40000,USD,40000,2016-11-30,Seed,,,,Yes,AI powered online market place for credit scoring and matching lenders with borrowers in real-time,"Artificial Intelligence (AI), Big Data, Consumer Lending, Financial Services, FinTech, Machine Learning, Peer to Peer, Predictive Analytics",,"Abuja, Federal Capital Territory, Nigeria, Africa",http://www.kiakia.co,Less than $1M,550000,USD,550000,Seed,3,,,,,"118,161"
Convertible Note - Hedia,https://www.crunchbase.com/funding_round/hedia-convertible-note--a451b410,Hedia,https://www.crunchbase.com/organization/hedia,Convertible Note,500000,DKK,73272,2016-10-21,,,,,No,"Hedia is a  personal diabetes-assistant, based on artificial intelligence.","Artificial Intelligence (AI), Diabetes, Life Science, Medical, Medical Device",,"Copenhagen, Hovedstaden, Denmark, Europe",https://www.hedia.co,$1M to $10M,11678940,USD,11678940,Seed,7,,PSV,1,,"119,280"
Seed Round - CyberSparta,https://www.crunchbase.com/funding_round/cybersparta-seed--bee91046,CyberSparta,https://www.crunchbase.com/organization/cybersparta,Seed,15000,GBP,21669,2016-05-12,Seed,,,,Yes,CyberSparta provides IT network solutions.,"Artificial Intelligence (AI), Big Data, Cyber Security, Data Visualization, Machine Learning, Network Security, Software Engineering",,"London, England, United Kingdom, Europe",http://www.cybersparta.com/,$1M to $10M,15000,GBP,21669,Seed,1,,CyLon Ventures,1,,"327,826"
Seed Round - Golfler Holdings,https://www.crunchbase.com/funding_round/golfler-holdings--llc-seed--1ced2d7d,Golfler Holdings,https://www.crunchbase.com/organization/golfler-holdings--llc,Seed,20000,USD,20000,2016-05-01,Seed,5000000,USD,5000000,Yes,Golfler is a technology company that builds golf course management software and mobile applications designed to improve the game of golf.,"Business Intelligence, Developer Tools, Mobile, Predictive Analytics, Software, Sporting Goods",,"Dallas, Texas, United States, North America",http://www.golfler.com,Less than $1M,862500,USD,862500,M&A,5,,"Conquer Accelerator, Red Cedar Ventures",2,,"119,714"
Seed Round - Psychd Analytics Pvt Ltd,https://www.crunchbase.com/funding_round/psychd-analytics-pvt-ltd-seed--956ed22d,Psychd Analytics Pvt Ltd,https://www.crunchbase.com/organization/psychd-analytics-pvt-ltd,Seed,50000,USD,50000,2016-01-20,Seed,500000,USD,500000,Yes,"Psychd aims at helping create better human bonds at work, home and in relationships using psychology and machine learning","Analytics, Artificial Intelligence (AI), Machine Learning",,"Gurgaon, Haryana, India, Asia",http://www.psychd.co,,50000,USD,50000,Seed,2,,,,,"119,849"
Seed Round - Keeeb,https://www.crunchbase.com/funding_round/keeeb-seed--7ad3941a,Keeeb,https://www.crunchbase.com/organization/keeeb,Seed,50000,USD,50000,2016-10-04,Seed,,,,Yes,Keeeb provides software development services.,"Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Service Industry, Software",,"Cambridge, Massachusetts, United States, North America",https://www.keeeb.com,$1M to $10M,22801192,USD,22801192,,8,,Social Starts,1,1,"120,627"
Seed Round - letz.do,https://www.crunchbase.com/funding_round/letz-do-seed--93143722,letz.do,https://www.crunchbase.com/organization/letz-do,Seed,100000,EUR,111501,2016-08-30,Seed,,,,Yes,Letz is a multiplatform productivity app that strives to make your life easier and make you enjoy productivity.,"Artificial Intelligence (AI), Mobile Apps, Productivity Tools",,"Amsterdam, Noord-Holland, The Netherlands, Europe",http://letz.do/,$1M to $10M,100000,EUR,111501,Seed,2,South Central Ventures,South Central Ventures,1,,"135,782"
Seed Round - DataSmart,https://www.crunchbase.com/funding_round/datasmart-llc-seed--6cfdc7e8,DataSmart,https://www.crunchbase.com/organization/datasmart-llc,Seed,80000,USD,80000,2016-08-01,Seed,,,,Yes,Company develops client behavior analysis and prediction platform with use of machine learning and conducts research of new AI algorithms ,"Artificial Intelligence (AI), Machine Learning, Software",,"Leningrad, Saint Petersburg City, Russian Federation, Europe",http://www.datasmartproject.com,$10M to $50M,330000,USD,330000,Seed,2,,,,,"329,463"
Seed Round - HopOn,https://www.crunchbase.com/funding_round/creshya-technologies-seed--e87372de,HopOn,https://www.crunchbase.com/organization/creshya-technologies,Seed,5000000,INR,74581,2016-07-15,Seed,100000000,INR,1491618,Yes,Smart employee transportation to transform urban mobility,"Cloud Computing, Information Technology, Intelligent Systems",,"Bangalore, Karnataka, India, Asia",https://www.hopon.co.in,$10M to $50M,5000000,INR,74581,Seed,1,Times Internet,Times Internet,1,,"373,000"
Seed Round - Sway Finance,https://www.crunchbase.com/funding_round/sway-finance-seed--d50a8287,Sway Finance,https://www.crunchbase.com/organization/sway-finance,Seed,120000,USD,120000,2016-08-22,Seed,,,,Yes,Sway Finance is bringing artificial intelligence to the accounting industry.,"Accounting, Artificial Intelligence (AI), B2B, Finance, FinTech, Machine Learning, Software",Women Founded,"San Francisco, California, United States, North America",https://swayfinance.com,Less than $1M,120000,USD,120000,Seed,1,,Y Combinator,1,,"467,360"
Grant - Gamaya,https://www.crunchbase.com/funding_round/gamaya-grant--cd29d5b6,Gamaya,https://www.crunchbase.com/organization/gamaya,Grant,10000,CHF,10319,2016-03-19,,,,,No,"Gamaya improves efficiency & sustainability of farming by offering compelling agronomy solutions, enabled by hyperspectral imaging and AI.","AgTech, Artificial Intelligence (AI), Robotics",,"Vaud, Geneve, Switzerland, Europe",https://gamaya.com,$1M to $10M,20040000,CHF,20239952,Early Stage Venture,8,START Global,START Global,1,,"661,812"
Angel Round - UXH,https://www.crunchbase.com/funding_round/uxh-angel--8e9521e1,UXH,https://www.crunchbase.com/organization/uxh,Angel,50000,EUR,55362,2016-07-18,Seed,250000,EUR,276809,Yes,Artificial intelligence in Yachting,"Artificial Intelligence (AI), Hospitality, Machine Learning, Public Safety",,"Rotterdam, Zuid-Holland, The Netherlands, Europe",http://www.uxh.space,,50000,EUR,55362,Seed,1,,Luxury Hospitality Group,1,,"128,999"
Angel Round - Beepal,https://www.crunchbase.com/funding_round/beepal-angel--9b0f9de5,Beepal,https://www.crunchbase.com/organization/beepal,Angel,50000,USD,50000,2016-05-09,Seed,,,,Yes,"Beepal is a next generation social shopping site, connecting people with products and brands through A.I. recommendation system.","Artificial Intelligence (AI), E-Commerce, Machine Learning, Personalization, Shopping, Social",,"Varna, Varna, Bulgaria, Europe",http://beepal.co.uk,$1M to $10M,50000,USD,50000,Seed,1,,Webest Ltd,1,,"130,250"
Seed Round - Syngli,https://www.crunchbase.com/funding_round/syngli-seed--d9a7200f,Syngli,https://www.crunchbase.com/organization/syngli,Seed,43809,CAD,33395,2016-09-30,Seed,,,,Yes,Syngli is building an interactive tutoring system to enhance teaching and learning.,"Big Data, E-Learning, Language Learning, Natural Language Processing, Neuroscience, Speech Recognition, Test and Measurement, Tutoring",,"Kitchener, Ontario, Canada, North America",https://syngli.com/,$10M to $50M,619659,USD,619659,Seed,25,,,,,"131,496"
Pre Seed Round - SILQ-EDU,https://www.crunchbase.com/funding_round/silq-pre-seed--13813b30,SILQ-EDU,https://www.crunchbase.com/organization/silq,Pre-Seed,25000,USD,25000,2016-05-02,Seed,,,,Yes,SILQ-EDU is a data analytics platform for use in schools and non-profits which streamlines the process of identifying problems.,"Artificial Intelligence (AI), Big Data, Data Integration, Data Visualization, EdTech, Machine Learning","Middle Eastern / North African Founded, Middle Eastern / North African Led, Women Founded","Memphis, Tennessee, United States, North America",http://www.silqedu.com,,50000,USD,50000,Seed,2,Epicenter Logistics Innovation Accelerator,"Epicenter Logistics Innovation Accelerator, Innova Memphis",2,,"511,513"
Seed Round - Eblur,https://www.crunchbase.com/funding_round/eblur-seed--1d48b31e,Eblur,https://www.crunchbase.com/organization/eblur,Seed,10000,GBP,13304,2016-09-08,Seed,,,,Yes,Eblur provides access to an online AI coaching companion.,"Artificial Intelligence (AI), Machine Learning, Robotics, Software, Tutoring",,"London, England, United Kingdom, Europe",http://www.eblur.co.uk/,,10000,GBP,13304,Seed,1,,Entrepreneur First,1,,"511,987"
