"geo","domain","count","rca","reldens","comp"
"1597","Green technologies",9,1.2,37,11.36
"1358","Green technologies",2,0.27,42.46,11.36
"1547","Green technologies",2,1.43,21.38,11.36
"1477","Green technologies",1,3.43,24.64,11.36
"367","Green technologies",2,4.29,25.12,11.36
"1293","Green technologies",2,1.91,20.01,11.36
"196","Green technologies",0,0,5.64,11.36
"1502","Green technologies",14,0.55,32.84,11.36
"345","Green technologies",3,1.51,49.64,11.36
"1179","Green technologies",1,0.55,34.56,11.36
"583","Green technologies",1,1.01,34.86,11.36
"1428","Green technologies",1,2.86,11.7,11.36
"672","Green technologies",306,1.36,45.84,11.36
"643","Green technologies",2,6.87,10.57,11.36
"565","Green technologies",9,3.36,50.83,11.36
"1419","Green technologies",1,1.43,22.33,11.36
"204","Green technologies",4031,1.06,14.07,11.36
"1558","Green technologies",0,0,22.68,11.36
"362","Green technologies",29,1.29,20.61,11.36
"193","Green technologies",0,0,26.78,11.36
"1499","Green technologies",4,1.11,41.45,11.36
"629","Green technologies",2,1.14,37.17,11.36
"218","Green technologies",176,1.61,63.42,11.36
"1845","Green technologies",5,1.09,43.76,11.36
"580","Green technologies",0,0,4.39,11.36
"628","Green technologies",0,0,18.05,11.36
"1556","Green technologies",0,0,6.18,11.36
"1229","Green technologies",0,0,18.65,11.36
"1303","Green technologies",0,0,4.51,11.36
"626","Green technologies",5,1.95,53.03,11.36
"1555","Green technologies",3,7.36,4.28,11.36
"1219","Green technologies",0,0,6.95,11.36
"1692","Green technologies",212,1.17,66.27,11.36
"625","Green technologies",4,0.87,40.97,11.36
"1651","Green technologies",6,1.23,53.56,11.36
"1170","Green technologies",0,0,51.19,11.36
"1598","Green technologies",7,1.17,37.29,11.36
"1359","Green technologies",4,1.23,48.87,11.36
"155","Green technologies",0,0,3.98,11.36
"1478","Green technologies",1,0.38,36.82,11.36
"368","Green technologies",28,0.68,6.83,11.36
"1295","Green technologies",3,1.47,42.52,11.36
"197","Green technologies",0,0,5.17,11.36
"1503","Green technologies",1,1.23,20.67,11.36
"35","Green technologies",8,0.82,20.96,11.36
"118","Green technologies",1,0.52,31.35,11.36
"585","Green technologies",0,0,1.25,11.36
"1429","Green technologies",13,0.5,6.59,11.36
"675","Green technologies",3,3.96,37.47,11.36
"645","Green technologies",7,0.61,22.8,11.36
"571","Green technologies",1,0.75,47.51,11.36
"142","Green technologies",0,0,17.93,11.36
"205","Green technologies",7,1.79,31.29,11.36
"1559","Green technologies",2,1.32,42.28,11.36
"1189","Green technologies",1,0.34,23.87,11.36
"1855","Green technologies",1,3.43,17.16,11.36
"630","Green technologies",13,1.3,43.35,11.36
"127","Green technologies",3,1.1,36.58,11.36
"219","Green technologies",5,1.38,48.57,11.36
"185","Green technologies",11,1.07,53.56,11.36
"1328","Green technologies",0,0,2.32,11.36
"1266","Green technologies",1,4.29,18.41,11.36
"1336","Green technologies",0,0,3.15,11.36
"123","Green technologies",0,0,1.25,11.36
"131","Green technologies",5,1.21,34.09,11.36
"1260","Green technologies",1,1.01,32.07,11.36
"1335","Green technologies",12,1.27,34.44,11.36
"1425","Green technologies",0,0,27.55,11.36
"1183","Green technologies",0,0,8.08,11.36
"126","Green technologies",0,0,7.19,11.36
"1334","Green technologies",0,0,0.95,11.36
"1506","Green technologies",31,1.27,53.5,11.36
"356","Green technologies",83,1.16,28.03,11.36
"1255","Green technologies",0,0,6,11.36
"1554","Green technologies",1,0.55,51.13,11.36
"1505","Green technologies",4,1.91,49.64,11.36
"355","Green technologies",49,1.58,29.57,11.36
"1181","Green technologies",0,0,5.23,11.36
"1332","Green technologies",0,0,7.6,11.36
"1504","Green technologies",0,0,9.14,11.36
"350","Green technologies",9,2.34,38.54,11.36
"1180","Green technologies",0,0,5.52,11.36
"1331","Green technologies",11,0.47,5.23,11.36
"128","Green technologies",1,1.91,32.6,11.36
"676","Green technologies",0,0,7.48,11.36
"646","Green technologies",0,0,6.95,11.36
"573","Green technologies",11,3.93,23.04,11.36
"1420","Green technologies",2,0.73,38.95,11.36
"206","Green technologies",1,0.82,17.58,11.36
"156","Green technologies",1,2.86,4.69,11.36
"119","Green technologies",0,0,18.82,11.36
"1856","Green technologies",1,8.58,7.13,11.36
"632","Green technologies",1,2.86,15.74,11.36
"1274","Green technologies",0,0,2.08,11.36
"222","Green technologies",309,2.6,48.87,11.36
"124","Green technologies",0,0,27.14,11.36
"1329","Green technologies",0,0,9.2,11.36
"1421","Green technologies",17,3.01,41.33,11.36
"1424","Green technologies",1,2.15,22.74,11.36
"1237","Green technologies",0,0,6.83,11.36
"1310","Green technologies",2,0.88,33.19,11.36
"1333","Green technologies",0,0,37.29,11.36
"1283","Green technologies",5,1.87,60.21,11.36
"678","Green technologies",2,1.43,39.43,11.36
"1187","Green technologies",0,0,26.78,11.36
"576","Green technologies",1,1.43,25.95,11.36
"1282","Green technologies",138,1.28,46.85,11.36
"677","Green technologies",1,0.55,23.4,11.36
"1327","Green technologies",0,0,0.95,11.36
"575","Green technologies",0,0,7.36,11.36
"1312","Green technologies",0,0,30.7,11.36
"208","Green technologies",18,1.81,45.84,11.36
"64","Green technologies",0,0,2.02,11.36
"1182","Green technologies",1,1.91,21.38,11.36
"1857","Green technologies",1,4.29,23.63,11.36
"633","Green technologies",1,4.29,14.13,11.36
"1277","Green technologies",0,0,2.79,11.36
"1562","Green technologies",35,1.22,37.11,11.36
"1245","Green technologies",2,2.86,37.77,11.36
"133","Green technologies",0,0,1.84,11.36
"1422","Green technologies",0,0,4.39,11.36
"647","Green technologies",0,0,18.65,11.36
"1561","Green technologies",0,0,12.53,11.36
"1194","Green technologies",0,0,4.28,11.36
"1858","Green technologies",0,0,4.28,11.36
"1560","Green technologies",1,2.45,15.02,11.36
"1192","Green technologies",2,2.29,28.03,11.36
"1188","Green technologies",0,0,0.95,11.36
"125","Green technologies",2,0.66,45.31,11.36
"1423","Green technologies",1,1.23,28.27,11.36
"223","Green technologies",0,0,4.16,11.36
"1320","Green technologies",11,0.59,41.21,11.36
"132","Green technologies",3,1.07,37.89,11.36
"1314","Green technologies",3,3.43,31.24,11.36
"210","Green technologies",0,0,28.8,11.36
"635","Green technologies",0,0,15.68,11.36
"1251","Green technologies",0,0,13.78,11.36
"1315","Green technologies",0,0,2.79,11.36
"634","Green technologies",2,1.63,35.57,11.36
"1321","Green technologies",1,5.72,18.82,11.36
"1318","Green technologies",0,0,1.66,11.36
"1330","Green technologies",0,0,25.06,11.36
"637","Green technologies",0,0,9.14,11.36
"19","Green technologies",1,5.72,7.36,11.36
"187","Green technologies",0,0,21.02,11.36
"1250","Green technologies",0,0,18.94,11.36
"503","Handling",13,2.64,45.67,10
"502","Handling",21,0.58,33.58,10
"511","Handling",5,1.02,32.11,10
"50","Handling",12,0.64,45.3,10
"1149","Handling",0,0,6.23,10
"114","Handling",3,1.37,28.82,10
"488","Handling",0,0,3.42,10
"489","Handling",39,0.77,39.56,10
"1138","Handling",0,0,16.48,10
"514","Handling",71,1.41,49.45,10
"1136","Handling",0,0,17.34,10
"520","Handling",0,0,50.67,10
"1537","Handling",91,1.56,26.62,10
"49","Handling",2,3.04,47.62,10
"504","Handling",1,2.45,31.26,10
"1206","Handling",0,0,5.49,10
"5","Handling",0,0,9.16,10
"251","Handling",67,0.18,9.04,10
"1165","Handling",1,1.15,32.6,10
"1135","Handling",0,0,7.94,10
"506","Handling",0,0,38.95,10
"1538","Handling",68,0.41,18.32,10
"1164","Handling",0,0,7.45,10
"515","Handling",0,0,20.76,10
"52","Handling",36,1.52,37.12,10
"1712","Handling",27,3.9,68.13,10
"1058","Handling",1,0.29,39.19,10
"34","Handling",0,0,3.42,10
"1711","Handling",1,0.56,36.75,10
"521","Handling",0,0,13.55,10
"1223","Handling",43,2.85,54.58,10
"339","Handling",0,0,32.97,10
"495","Handling",0,0,0.24,10
"341","Handling",1,0.6,52.87,10
"1207","Handling",0,0,22.59,10
"115","Handling",0,0,12.7,10
"340","Handling",25,2.42,58.61,10
"505","Handling",0,0,0.61,10
"1198","Handling",0,0,45.05,10
"522","Handling",0,0,43.35,10
"1142","Handling",0,0,6.11,10
"1205","Handling",0,0,10.62,10
"516","Handling",5,0.38,44.32,10
"122","Handling",2,16.07,14.53,10
"1152","Handling",0,0,5.62,10
"1060","Handling",0,0,31.75,10
"1204","Handling",1,0.85,45.3,10
"1171","Handling",1,0.95,36.39,10
"1749","Handling",171,0.87,57.63,10
"491","Handling",0,0,9.4,10
"1557","Handling",0,0,10.13,10
"497","Handling",0,0,18.44,10
"1790","Handling",1,0.41,52.14,10
"252","Handling",0,0,13.55,10
"1167","Handling",1,11.25,11.11,10
"1197","Handling",0,0,15.38,10
"507","Handling",19,2.73,66.3,10
"1539","Handling",82,0.92,26.25,10
"486","Handling",59,2.21,55.56,10
"1145","Handling",1,11.25,10.99,10
"1169","Handling",0,0,4.52,10
"1713","Handling",80,2.91,45.42,10
"1059","Handling",1,0.24,40.78,10
"1143","Handling",0,0,34.07,10
"1168","Handling",0,0,17.83,10
"517","Handling",18,0.5,31.75,10
"1224","Handling",18,0.85,33.58,10
"487","Handling",43,3.45,35.78,10
"496","Handling",0,0,19.05,10
"344","Handling",0,0,5.62,10
"1208","Handling",0,0,13.68,10
"1436","Handling",0,0,20.39,10
"254","Handling",3,1.36,34.68,10
"1558","Handling",0,0,32.36,10
"1199","Handling",0,0,5.01,10
"523","Handling",1,6.25,17.22,10
"253","Handling",5,3.16,37,10
"27","Handling",0,0,11.6,10
"403","Handling",6,0.81,23.32,10
"1221","Handling",51,1.61,37.24,10
"1155","Handling",0,0,23.57,10
"1061","Handling",659,1.42,53.48,10
"402","Handling",0,0,21.12,10
"1172","Handling",0,0,32.72,10
"175","Handling",109,1.6,59.95,10
"1433","Handling",0,0,31.38,10
"1196","Handling",0,0,3.3,10
"1066","Handling",0,0,6.59,10
"1791","Handling",2,1.97,51.4,10
"485","Handling",9,2.15,30.53,10
"1195","Handling",0,0,9.04,10
"1065","Handling",2,0.32,38.95,10
"51","Handling",0,0,50.55,10
"154","Handling",0,0,0.24,10
"269","Handling",0,0,16.48,10
"1146","Handling",1,5.11,32.84,10
"117","Handling",9,4.15,32.36,10
"1714","Handling",5,0.7,49.21,10
"143","Handling",0,0,22.22,10
"1159","Handling",4,1.35,58,10
"1063","Handling",53,1.12,55.31,10
"518","Handling",1,0.42,52.75,10
"1225","Handling",38,1.8,29.43,10
"1158","Handling",0,0,21.61,10
"1062","Handling",0,0,11.72,10
"345","Handling",1,1.65,40.29,10
"121","Handling",0,0,15.51,10
"1437","Handling",3,1.55,43.22,10
"258","Handling",0,0,2.2,10
"1559","Handling",0,0,42.12,10
"12","Handling",0,0,11.36,10
"524","Handling",0,0,11.84,10
"1541","Handling",15,0.64,36.14,10
"270","Handling",1,2.25,30.89,10
"404","Handling",1,2.56,30.77,10
"1222","Handling",66,0.31,30.89,10
"1540","Handling",33,1.73,55.19,10
"1435","Handling",0,0,20.63,10
"747","Handling",326,1.18,42.37,10
"1174","Handling",0,0,3.91,10
"1750","Handling",45,0.52,15.26,10
"1434","Handling",1,4.69,26.86,10
"746","Handling",81,0.59,49.08,10
"1067","Handling",1655,1.05,68.01,10
"1792","Handling",208,0.71,18.32,10
"1717","Handling",5,2.2,41.76,10
"745","Handling",272,0.84,35.16,10
"1148","Handling",0,0,11.11,10
"510","Handling",57,0.49,14.53,10
"1716","Handling",14,3.94,46.52,10
"1160","Handling",0,0,13.31,10
"1147","Handling",3,2.06,43.1,10
"1170","Handling",1,4.02,49.94,10
"1715","Handling",36,1.16,42.98,10
"1430","Handling",0,0,2.2,10
"116","Handling",0,0,31.01,10
"1064","Handling",0,0,9.52,10
"519","Handling",0,0,34.43,10
"1226","Handling",23,1.21,49.57,10
"1439","Handling",1,2.08,49.08,10
"263","Handling",0,0,18.19,10
"35","Handling",5,1.67,35.65,10
"1215","Handling",0,0,5.49,10
"1438","Handling",1,1.06,33.21,10
"260","Handling",0,0,28.57,10
"156","Handling",0,0,3.91,10
"120","Handling",1,18.75,9.52,10
"527","Handling",0,0,40.05,10
"1542","Handling",158,2.41,42.98,10
"271","Handling",9,0.67,50.18,10
"405","Handling",229,1.27,41.51,10
"363","Handling",2,0.57,32.36,10
"23","Handling",0,0,8.42,10
"593","Handling",18,0.86,50.31,10
"748","Handling",67,1.92,47.01,10
"1176","Handling",0,0,5.37,10
"1751","Handling",2,0.91,60.32,10
"330","Handling",19,1.16,53.97,10
"1518","Handling",43,0.79,21.37,10
"1068","Handling",99,1.47,37.73,10
"1793","Handling",4,1.52,52.75,10
"1718","Handling",52,1.92,63.49,10
"1163","Handling",0,0,26.98,10
"703","Handling",34,0.84,22.95,10
"358","Handling",0,0,1.71,10
"550","Handling",1,14.06,15.26,10
"1162","Handling",0,0,13.06,10
"1049","Handling",8,0.6,34.07,10
"299","Handling",0,0,5.62,10
"180","Handling",2,1.58,47.37,10
"1432","Handling",3,0.51,21.98,10
"1554","Handling",1,1.81,53.6,10
"284","Handling",0,0,16.97,10
"41","Handling",10,1.55,49.21,10
"1227","Handling",9,2.38,69.72,10
"1440","Handling",0,0,40.17,10
"264","Handling",112,1.39,37.61,10
"350","Handling",0,0,33.33,10
"1217","Handling",0,0,0.24,10
"1755","Handling",31,1.02,52.26,10
"335","Handling",5,14.8,14.65,10
"1560","Handling",0,0,20.27,10
"1200","Handling",0,0,20.76,10
"529","Handling",0,0,5.62,10
"1543","Handling",281,1.93,61.9,10
"278","Handling",0,0,12.7,10
"407","Handling",0,0,31.38,10
"365","Handling",0,0,5.62,10
"230","Handling",0,0,44.32,10
"594","Handling",2,0.51,41.76,10
"749","Handling",0,0,21,10
"1178","Handling",0,0,55.8,10
"1752","Handling",0,0,35.29,10
"332","Handling",0,0,18.07,10
"1519","Handling",5,1.16,53.72,10
"1069","Handling",0,0,2.93,10
"1794","Handling",10,1.28,46.64,10
"1719","Handling",6,0.73,62.76,10
"1444","Handling",3,3.84,26.13,10
"704","Handling",4,0.86,22.47,10
"359","Handling",0,0,10.5,10
"551","Handling",11,1.43,58.73,10
"1443","Handling",1,14.06,6.72,10
"105","Handling",7,1.2,62.76,10
"30","Handling",0,0,5.37,10
"1800","Handling",39,1.07,39.44,10
"1758","Handling",333,0.79,27.96,10
"1555","Handling",0,0,9.04,10
"285","Handling",4,1.42,50.31,10
"410","Handling",0,0,59.58,10
"1228","Handling",11,1.69,40.9,10
"1441","Handling",0,0,46.28,10
"267","Handling",0,0,5.74,10
"355","Handling",13,1.38,36.39,10
"1218","Handling",0,0,20.15,10
"1756","Handling",38,0.74,14.53,10
"336","Handling",0,0,29.91,10
"1561","Handling",0,0,9.89,10
"1202","Handling",0,0,12.94,10
"53","Handling",0,0,55.92,10
"1547","Handling",0,0,32.6,10
"28","Handling",0,0,5.49,10
"408","Handling",0,0,20.51,10
"367","Handling",0,0,17.58,10
"231","Handling",59,1.16,19.05,10
"596","Handling",0,0,19.78,10
"75","Handling",47,1.86,28.82,10
"1179","Handling",3,5.44,54.58,10
"1753","Handling",10,2.41,50.55,10
"333","Handling",6,0.59,23.2,10
"1520","Handling",6,1.22,39.44,10
"107","Handling",1,0.82,60.68,10
"1795","Handling",21,1.38,46.03,10
"172","Handling",1,1.48,47.99,10
"1445","Handling",0,0,29.55,10
"705","Handling",0,0,39.8,10
"362","Handling",11,1.6,32.36,10
"554","Handling",13,0.92,32.84,10
"176","Handling",17,2.51,61.54,10
"1050","Handling",5,1.67,37.73,10
"300","Handling",3,4.44,21.37,10
"1801","Handling",24,1.37,47.37,10
"1759","Handling",22,1.53,32.72,10
"1556","Handling",0,0,3.79,10
"287","Handling",2,0.46,27.47,10
"411","Handling",0,0,23.81,10
"1229","Handling",0,0,25.03,10
"1442","Handling",1,0.26,34.19,10
"268","Handling",0,0,38.71,10
"356","Handling",57,2.61,43.96,10
"1219","Handling",0,0,10.01,10
"1757","Handling",54,4.5,32.11,10
"338","Handling",0,0,9.04,10
"1562","Handling",18,2.06,35.65,10
"1203","Handling",0,0,4.76,10
"530","Handling",0,0,29.06,10
"155","Handling",0,0,9.52,10
"283","Handling",158,0.86,55.07,10
"409","Handling",61,1.77,56.17,10
"368","Handling",4,0.32,0.73,10
"233","Handling",1,0.6,36.87,10
"597","Handling",1,1.12,56.9,10
"753","Handling",16,1.6,47.5,10
"118","Handling",1,1.7,29.3,10
"1754","Handling",39,0.96,33.21,10
"334","Handling",44,1.1,29.06,10
"1521","Handling",1,0.97,46.15,10
"1070","Handling",0,0,10.74,10
"1796","Handling",7,1.29,54.09,10
"1720","Handling",19,1.3,66.91,10
"1446","Handling",0,0,10.26,10
"706","Handling",5,0.36,41.51,10
"320","Handling",56,2.19,41.27,10
"555","Handling",0,0,34.43,10
"1760","Handling",9,0.9,37.24,10
"1051","Handling",6,1.03,51.77,10
"302","Handling",44,0.75,21.25,10
"1802","Handling",36,0.43,26.01,10
"537","Handling",0,0,12.82,10
"1042","Handling",1,0.53,34.55,10
"288","Handling",6,1.09,37.73,10
"412","Handling",35,0.85,57.75,10
"123","Handling",0,0,2.69,10
"1767","Handling",59,0.59,62.03,10
"1116","Handling",8,1.79,48.35,10
"314","Handling",0,0,5.62,10
"1662","Handling",2,0.49,31.5,10
"1809","Handling",3,2.06,25.27,10
"1023","Handling",38,0.7,23.81,10
"1563","Handling",0,0,7.81,10
"1652","Handling",1,0.27,56.53,10
"532","Handling",0,0,27.72,10
"1039","Handling",6,1.77,50.55,10
"1450","Handling",0,0,28.94,10
"1003","Handling",0,0,10.01,10
"369","Handling",3,3.31,49.33,10
"235","Handling",0,0,21.25,10
"600","Handling",70,1.04,41.88,10
"754","Handling",0,0,41.27,10
"1180","Handling",0,0,8.3,10
"1806","Handling",20,1.44,42.12,10
"586","Handling",4,2.56,47.62,10
"1522","Handling",9,1.05,35.41,10
"1071","Handling",24,0.86,21.25,10
"1797","Handling",53,1.73,23.57,10
"1721","Handling",24,2.11,49.33,10
"1447","Handling",0,0,30.77,10
"707","Handling",1,0.99,49.33,10
"322","Handling",27,2.15,55.31,10
"556","Handling",2,1.16,23.93,10
"1761","Handling",32,1.27,44.2,10
"1052","Handling",0,0,52.99,10
"305","Handling",2,7.5,26.5,10
"1803","Handling",48,1.58,44.32,10
"539","Handling",0,0,5.37,10
"1043","Handling",6,0.73,34.8,10
"29","Handling",4,0.56,63.74,10
"413","Handling",25,0.29,10.74,10
"1237","Handling",0,0,4.76,10
"1768","Handling",326,0.67,21,10
"1117","Handling",4,2.37,42.74,10
"315","Handling",12,5.87,37.24,10
"1663","Handling",14,1.48,47.74,10
"181","Handling",3,0.94,44.57,10
"1024","Handling",17,0.6,24.91,10
"1565","Handling",0,0,12.7,10
"1653","Handling",6,0.74,42.12,10
