Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Zing,https://www.crunchbase.com/funding_round/zing-e859-series-a--d79a0426,Zing,https://www.crunchbase.com/organization/zing-e859,Series A,10000000,USD,10000000,2024-06-21,Early Stage Venture,,,,Yes,"Uniquely tailored fitness app, which uses Artificial Intelligence to create a hyper-personalized training experience and wellness journey!","Apps, Artificial Intelligence (AI), Health Care, Mobile",Women Founded,"New Castle, Delaware, United States, North America",https://zing.coach/,,10000000,USD,10000000,Early Stage Venture,3,"TriplePoint Capital, Zubr Capital","TriplePoint Capital, Zubr Capital",2,1,"6,588"
Seed Round - Substrate,https://www.crunchbase.com/funding_round/substrate-labs-seed--a1b811fd,Substrate,https://www.crunchbase.com/organization/substrate-labs,Seed,8000000,USD,8000000,2024-06-20,Seed,,,,Yes,The platform for compound AI,"Artificial Intelligence (AI), Developer APIs, Developer Platform, Developer Tools, GPU, IaaS, Machine Learning, PaaS, SaaS, Software",,"New York, New York, United States, North America",https://substrate.run,,8000000,USD,8000000,Seed,1,Lightspeed Venture Partners,"Craft Ventures, Guillermo Rauch, Immad Akhund, Lightspeed Venture Partners, Lorimer Ventures, South Park Commons, Will Gaybrick",7,1,"6,615"
Seed Round - OmniAI,https://www.crunchbase.com/funding_round/omniai-seed--e999e64b,OmniAI,https://www.crunchbase.com/organization/omniai,Seed,3200000,USD,3200000,2024-06-22,Seed,26800000,USD,26800000,Yes,OmniAI is a software development platform that allows users to transform unstructured data to accurate insights.,"Artificial Intelligence (AI), Big Data, Information Technology",,"San Francisco, California, United States, North America",https://getomni.ai,,3700000,USD,3700000,Seed,2,FundersClub,"FundersClub, Imagination Capital, JJ Fliegelman, Kulveer Taggar, Richard Aberman, Transpose Platform Management, Y Combinator",7,,"6,622"
Post-IPO Debt - Izertis,https://www.crunchbase.com/funding_round/izertis-post-ipo-debt--e3caa390,Izertis,https://www.crunchbase.com/organization/izertis,Post-IPO Debt,1600000,EUR,1732166,2024-07-05,,,,,No,Izertis is a technology consulting company that helps organizations with their digital transformation.,"Artificial Intelligence (AI), Consulting, Cyber Security, Digital Marketing, Information Technology, Quality Assurance, Software",,"Gijón, Asturias, Spain, Europe",http://www.izertis.com,$50M to $100M,5600000,EUR,6587248,IPO,2,Fund for Foreign Investment (FIEX),Fund for Foreign Investment (FIEX),1,,"6,645"
Series A - KargoBot,https://www.crunchbase.com/funding_round/kargobot-series-a--c1c40680,KargoBot,https://www.crunchbase.com/organization/kargobot,Series A,600000000,CNY,82561612,2024-06-28,Early Stage Venture,,,,Yes,KargoBot is an autonomous driving company that aims to commercialize robotrucks in a sustainable and scalable manner.,"Artificial Intelligence (AI), Automotive",,"Beijing, Beijing, China, Asia",https://kargobot.ai/en/,$10M to $50M,1050000000,CNY,144098390,Early Stage Venture,3,,"CIMC Vehicles Group, Horizon Robotics, Inner Mongolia Eerduosi Resources, Ordos State Investment Group, Shenzhen Investment Holdings",5,,"6,666"
Series B - Clay,https://www.crunchbase.com/funding_round/clay-953f-series-b--32c2401c,Clay,https://www.crunchbase.com/organization/clay-953f,Series B,46000000,USD,46000000,2024-06-27,Early Stage Venture,454000000,USD,454000000,Yes,Scale personalized outreach with better data enrichment,"Artificial Intelligence (AI), Developer Tools, Information Technology, Productivity Tools, Software",Middle Eastern / North African Founded,"New York, New York, United States, North America",https://clay.com,$1M to $10M,62000000,USD,62000000,Early Stage Venture,4,Meritech Capital Partners,"boldstart ventures, BoxGroup, First Round Capital, Meritech Capital Partners, Sequoia Capital",5,1,"6,685"
Seed Round - SynthFlow AI,https://www.crunchbase.com/funding_round/synthflow-ai-seed--6e40369a,SynthFlow AI,https://www.crunchbase.com/organization/synthflow-ai,Seed,7400000,USD,7400000,2024-06-27,Seed,,,,Yes,"Synthflow AI empowers businesses to build customizable, no-code AI voice assistants that handle a variety of tasks.","Artificial Intelligence (AI), Productivity Tools, Software",,"Berlin, Berlin, Germany, Europe",https://synthflow.ai,,8984617,USD,8984617,Seed,2,Singular,"Atlantic Labs, Singular",2,,"6,712"
Venture Round - Kebotix,https://www.crunchbase.com/funding_round/kebotix-series-unknown--92a5a86e,Kebotix,https://www.crunchbase.com/organization/kebotix,Venture - Series Unknown,4999765,USD,4999765,2024-08-05,,,,,Yes,Kebotix is a high-tech materials discovery and production company that reinvent the discovery of new materials using AI.,"Artificial Intelligence (AI), Chemical, Industrial, Machine Learning","Hispanic / Latine Founded, Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",https://www.kebotix.com,$1M to $10M,23609764,USD,23609764,,4,,,,,"6,714"
Series A - Aim Security,https://www.crunchbase.com/funding_round/aim-security-series-a--9aab4c15,Aim Security,https://www.crunchbase.com/organization/aim-security,Series A,18000000,USD,18000000,2024-06-17,Early Stage Venture,,,,Yes,Aim Security is a GenAI security platform that aids enterprises in securing their transformation and increasing business productivity.,"Artificial Intelligence (AI), Cyber Security, Network Security, Security",,"Tel Aviv, Tel Aviv, Israel, Asia",https://www.aim.security,,28000000,USD,28000000,Early Stage Venture,3,Canaan Partners,"Canaan Partners, YL Ventures",2,2,"6,730"
Seed Round - Optopia,https://www.crunchbase.com/funding_round/optopia-538a-seed--13f6849b,Optopia,https://www.crunchbase.com/organization/optopia-538a,Seed,,,,2024-06-12,Seed,,,,Yes,"Optopia is an AI-powered, intent-centric layer2 network that simplifies Web3 operations using AI agents.","Artificial Intelligence (AI), Information Technology, Web3",,,https://www.optopia.ai,,,,,Seed,1,,"G Ventures, JRR Capital, KKP International, Klein Labs, KuCoin Ventures, MCS Capital, Mr. Block, Zen Trading",8,,"6,741"
Grant - Tatbeek,https://www.crunchbase.com/funding_round/tatbeek-grant--8adfe9b7,Tatbeek,https://www.crunchbase.com/organization/tatbeek,Grant,,,,2024-07-09,,,,,No,"Tatbeek is an IT company that provides integrated business solutions based on digitalization realms encompassing IoT, Big Data, and AI.","Artificial Intelligence (AI), Big Data, Blockchain, Internet of Things",,"Cairo, Al Qahirah, Egypt, Africa",https://tatbeek.com,,,,,,1,Raya FutureTECH,Raya FutureTECH,1,,"6,846"
Debt Financing - Vosker,https://www.crunchbase.com/funding_round/gg-telecom-debt-financing--cbf85561,Vosker,https://www.crunchbase.com/organization/gg-telecom,Debt Financing,171200000,CAD,124839666,2024-06-05,,,,,No,Vosker provides remote area monitoring technology using solar power and artificial intelligence for cutting-edge surveillance solutions.,"Artificial Intelligence (AI), Electronics, Internet of Things, Manufacturing, Security",,"Victoriaville, Quebec, Canada, North America",https://www.vosker.com,$100M to $500M,331200000,CAD,250072982,,3,Royal Bank of Canada,"Desjardins Venture Capital, Export Development Canada, National Bank of Canada, Royal Bank of Canada, Scotiabank",5,1,"6,908"
Seed Round - bem,https://www.crunchbase.com/funding_round/bem-5eb1-seed--237c6b8c,bem,https://www.crunchbase.com/organization/bem-5eb1,Seed,3700000,USD,3700000,2024-06-06,Seed,,,,Yes,Engineering teams use bem to transform any data point into whatever schema they need. Never build an integration again.,"Artificial Intelligence (AI), Enterprise Software, Logistics, Supply Chain Management",Hispanic / Latine Founded,"San Francisco, California, United States, North America",https://bem.ai,,3700000,USD,3700000,Seed,1,Uncork Capital,"Andrew Berberick, Garry Tan, Kevin Mahaffey, Roar Ventures, Uncork Capital",5,1,"6,911"
Seed Round - Zingly.ai,https://www.crunchbase.com/funding_round/zingly-3d5c-seed--876ddcdc,Zingly.ai,https://www.crunchbase.com/organization/zingly-3d5c,Seed,10000000,USD,10000000,2024-06-05,Seed,,,,Yes,"Zingly integrates GenAI, humans, and data for seamless, personalized customer interactions, building lasting relationships and improved CX","Customer Service, Generative AI, Software",,"San Ramon, California, United States, North America",https://www.zingly.ai,,15450000,USD,15450000,Seed,3,,"Array Ventures, Burst Capital, Dell Technologies Capital, Firebolt Ventures, Formus Capital, Geekdom Fund, Scribble Ventures, WestWave Capital",8,2,"6,923"
Seed Round - Quantiq.io,https://www.crunchbase.com/funding_round/quantiq-io-seed--fab8a8ff,Quantiq.io,https://www.crunchbase.com/organization/quantiq-io,Seed,1600000,EUR,1715617,2024-06-14,Seed,,,,Yes,Quantiq is an AI video-based health monitoring solution that transforms any webcam or smartphone into a medical device.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical Device",,"Paris, Ile-de-France, France, Europe",https://quantiq.io,Less than $1M,1600000,EUR,1715617,Seed,2,,"Graines de Boss, Sylvain Grande, The Moon Venture",3,,"6,962"
Venture Round - MANTRA,https://www.crunchbase.com/funding_round/mantra-c05a-series-unknown--edc35716,MANTRA,https://www.crunchbase.com/organization/mantra-c05a,Venture - Series Unknown,780000000,JPY,4880124,2024-06-26,,,,,Yes,MANTRA is a developer of machine translation technology.,"Automotive, Machine Learning, Translation Service",,"Tokyo, Tokyo, Japan, Asia",https://mantra.co.jp/,,860000000,JPY,5617994,,2,,"Kadokawa Corporation, MPower Partners, Shogakukan, Shueisha, Square Enix, Takeshi Hamanaka",6,1,"6,993"
Pre Seed Round - Ruli,https://www.crunchbase.com/funding_round/ruli-00f3-pre-seed--04bb7163,Ruli,https://www.crunchbase.com/organization/ruli-00f3,Pre-Seed,2200000,USD,2200000,2024-06-24,Seed,,,,Yes,Ruli reimagined the in-house counsel with an AI Counsel teammate for unparalleled efficiency and collaboration.,Artificial Intelligence (AI),,"Austin, Texas, United States, North America",https://www.ruli.ai,,2200000,USD,2200000,Seed,1,SignalFire,"Bruce Gibney, Foothill Ventures, Genius Ventures, Mana Ventures, PJC, SignalFire",6,,"7,036"
Funding Round - Affinda,https://www.crunchbase.com/funding_round/affinda-undisclosed--21362aaf,Affinda,https://www.crunchbase.com/organization/affinda,Funding Round,10000000,USD,10000000,2024-06-24,,120000000,USD,120000000,Yes,"AI-powered information extraction solution provider, for the automation of high-volume document workflows","Artificial Intelligence (AI), Machine Learning",,"Melbourne, Victoria, Australia, Oceania",https://affinda.com/,$1M to $10M,22900000,USD,22900000,,2,,"Ashok Jacob, Craig Bingham, Greg Ellis, Mark De Ambrosis, Paul Little, Simon Mawhinney",6,,"7,039"
Seed Round - BioGeometry,https://www.crunchbase.com/funding_round/biogeometry-seed--e9d48d39,BioGeometry,https://www.crunchbase.com/organization/biogeometry,Seed,,,,2024-06-19,Seed,,,,Yes,BioGeometry is an Innovative digital biology startup that specializes in using generative AI in protein creation.,"Artificial Intelligence (AI), Biotechnology, Generative AI",,"Haidian, Beijing, China, Asia",https://www.biogeom.com,,,,,Seed,1,Jiangmen Venture Capital,"Gaorong Capital, Jiangmen Venture Capital, ShengJing360, Zhipu AI",4,1,"7,096"
Seed Round - AI Frog Interactive,https://www.crunchbase.com/funding_round/ai-frog-interactive-seed--a836ebbe,AI Frog Interactive,https://www.crunchbase.com/organization/ai-frog-interactive,Seed,,,,2024-07-02,Seed,,,,Yes,AI Frog Interactive is an indie game development studio that focuses on creating creative games.,"Artificial Intelligence (AI), Gaming",,"Tokyo, Tokyo, Japan, Asia",,,,,,Seed,1,"BreakPoint Japan, East Ventures","BreakPoint Japan, East Ventures",2,2,"7,128"
Venture Round - Charge Robotics,https://www.crunchbase.com/funding_round/charge-robotics-series-unknown--21a454e7,Charge Robotics,https://www.crunchbase.com/organization/charge-robotics,Venture - Series Unknown,16999997,USD,16999997,2024-08-02,,,,,Yes,Charge Robotics is a robotics company that offers robots for labor-intensive solar construction automaition.,"Artificial Intelligence (AI), Construction, Robotics, Solar, Sustainability",,"Oakland, California, United States, North America",https://chargerobotics.com/,,16999997,USD,16999997,,3,,,,,"7,193"
Pre Seed Round - Omen AI,https://www.crunchbase.com/funding_round/omen-a3a9-pre-seed--4113d74b,Omen AI,https://www.crunchbase.com/organization/omen-a3a9,Pre-Seed,,,,2024-08-20,Seed,,,,Yes,Coming Soon....,"Artificial Intelligence (AI), Data Visualization, Hardware",,,https://omen.ai,,,,,Seed,1,"Caffeinated Capital, Genius Ventures","Caffeinated Capital, Chris Quinn, Chris Zarou, Cory Levy, Genius Ventures, Karman Ventures (fka Moving Capital), LMNT Ventures, Pareto Holdings",8,4,"7,219"
Seed Round - Seven AI,https://www.crunchbase.com/funding_round/seven-ai-seed--612a0f07,Seven AI,https://www.crunchbase.com/organization/seven-ai,Seed,36000000,USD,36000000,2024-06-07,Seed,64000000,USD,64000000,Yes,Seven AI pioneers cybersecurity solutions that use powerful AI technology to defend enterprises from digital attacks.,"Artificial Intelligence (AI), Computer, Cyber Security, Network Security, Software",,"Boston, Massachusetts, United States, North America",https://www.sevenai.com,,36000000,USD,36000000,Seed,1,Greylock,"CRV, Greylock, Spark Capital",3,,"7,228"
Seed Round - Arya,https://www.crunchbase.com/funding_round/arya-4595-seed--8dffd6ae,Arya,https://www.crunchbase.com/organization/arya-4595,Seed,7500000,USD,7500000,2024-06-12,Seed,,,,Yes,"Arya's AI concierge makes it radically easy for couples to invest in their relationship and love life, inside and outside the bedroom.","Artificial Intelligence (AI), Consumer, Wellness",,,https://www.arya.fyi/start,,13800000,USD,13800000,Seed,3,"Patron, Play Ventures","at.inc/, Harpreet Rai, Heracles Capital, Naama Stauber Breckler, Neil Patrick, Patron, Play Ventures, Yasmin Lukatz",8,3,"7,267"
Debt Financing - Badi,https://www.crunchbase.com/funding_round/badi-debt-financing--95decb3e,Badi,https://www.crunchbase.com/organization/badi,Debt Financing,2000000,EUR,2150214,2024-06-10,,,,,No,"Badi is an online platform that facilitates room rentals, enabling users to both publish and find available spaces.","Artificial Intelligence (AI), Mobile Apps, Real Estate, Rental",,"Barcelona, Catalonia, Spain, Europe",https://www.badi.com,$10M to $50M,54388954,USD,54388954,,8,Santander,Santander,1,,"7,307"
Venture Round - Badi,https://www.crunchbase.com/funding_round/badi-series-unknown--b44fdbd6,Badi,https://www.crunchbase.com/organization/badi,Venture - Series Unknown,5000000,EUR,5375535,2024-06-10,,,,,Yes,"Badi is an online platform that facilitates room rentals, enabling users to both publish and find available spaces.","Artificial Intelligence (AI), Mobile Apps, Real Estate, Rental",,"Barcelona, Catalonia, Spain, Europe",https://www.badi.com,$10M to $50M,54388954,USD,54388954,,8,Barlon Capital,Barlon Capital,1,1,"7,306"
Pre Seed Round - Rebin,https://www.crunchbase.com/funding_round/rebin-pre-seed--15f72c6c,Rebin,https://www.crunchbase.com/organization/rebin,Pre-Seed,100000,EUR,108322,2024-07-08,Seed,,,,Yes,"Rebin’s goal is to provide a more cost-effective and environmentally friendly method of waste collection, by using software.","Artificial Intelligence (AI), Software, Waste Management",,"Ghent, Oost-Vlaanderen, Belgium, Europe",https://www.rebin.be/,,100000,EUR,108322,Seed,1,imec.istart,imec.istart,1,,"7,340"
Seed Round - Tektonic AI,https://www.crunchbase.com/funding_round/tektonic-ai-seed--be9c83ec,Tektonic AI,https://www.crunchbase.com/organization/tektonic-ai,Seed,10000000,USD,10000000,2024-06-06,Seed,,,,Yes,Tektonic AI provides GenAI agents for business operations meant to automate complicated and dynamic tasks.,"Artificial Intelligence (AI), Software",,"Bellevue, Washington, United States, North America",https://www.tektonic.ai/,,10000000,USD,10000000,Seed,1,"Madrona, Point72 Ventures","Madrona, Point72 Ventures",2,4,"7,358"
