Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Industries,Organization Description,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Ask Alex,https://www.crunchbase.com/funding_round/alex-48fd-seed--9740c444,Ask Alex,https://www.crunchbase.com/organization/alex-48fd,Seed,2000000,USD,2000000,2024-02-18,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), Marketing",Ask Alex is an AI-powered data and marketing software providing customer insights and automated reporting of essential business metrics.,,"New York, New York, United States, North America",https://www.askalex.co,,2000000,USD,2000000,Seed,1,Village Global,"a16z Scout Fund, Ganas Ventures, Goodwater Capital, Janet Risi Field, Josh Payne, Karman Ventures (fka Moving Capital), Michael Levinthal, Network Ventures, Peter Rahal, Trousdale Ventures, Ty Jerome, Village Global",,12,"7,920"
Pre Seed Round - Cellula,https://www.crunchbase.com/funding_round/cellula-pre-seed--f5a32101,Cellula,https://www.crunchbase.com/organization/cellula,Pre-Seed,2000000,USD,2000000,2024-04-04,Seed,,,,Yes,"Artificial Intelligence (AI), Gaming","Cellula is a fully on-chain AI game that allows users to build, compose, and evolve their digital lives.",,,https://www.cellula.life,,2000000,USD,2000000,Seed,1,"OKX Ventures, SevenX Ventures","Binance Labs, Foresight Ventures, Mask Network, OKX Ventures, SevenX Ventures",1,5,"9,005"
Pre Seed Round - Century Health,https://www.crunchbase.com/funding_round/century-health-pre-seed--245f1a5a,Century Health,https://www.crunchbase.com/organization/century-health,Pre-Seed,2000000,USD,2000000,2024-03-27,Seed,,,,Yes,"Artificial Intelligence (AI), Data Management, Health Care, Life Science",Century Health accelerates drug development and commercialization by applying AI to real-world clinical data.,,,https://century.health,,2000000,USD,2000000,Seed,1,"2048 Ventures, Alumni Ventures","2048 Ventures, Alumni Ventures, Christine Lemke, Everywhere Ventures (The Fund), LifeX Ventures, Travis May",8,6,"10,943"
Seed Round - Xaba,https://www.crunchbase.com/funding_round/xaba-seed--49fba51a,Xaba,https://www.crunchbase.com/organization/xaba,Seed,2000000,USD,2000000,2024-01-09,Seed,,,,Yes,"Artificial Intelligence (AI), Software",Xaba operates as an industrial AI-driven control system.,,"Toronto, Ontario, Canada, North America",https://www.xaba.ai/,,2000000,USD,2000000,Seed,2,BDC Venture Capital,"BDC Venture Capital, Hazelview Ventures, Whiteshell Group",2,3,"14,882"
Pre Seed Round - Knownwell,https://www.crunchbase.com/funding_round/knownwell-728c-pre-seed--3ad0380f,Knownwell,https://www.crunchbase.com/organization/knownwell-728c,Pre-Seed,2000000,USD,2000000,2024-01-04,Seed,,,,Yes,"Artificial Intelligence (AI), Software",Knownwell operates as an Artificial Intelligence as a Service platform.,,"Haymarket, Virginia, United States, North America",https://knownwell.com/,,2000000,USD,2000000,Seed,1,,,,,"15,020"
Seed Round - RealReports,https://www.crunchbase.com/funding_round/realreports-seed--fb170bef,RealReports,https://www.crunchbase.com/organization/realreports,Seed,2000000,USD,2000000,2023-11-01,Seed,,,,Yes,"Artificial Intelligence (AI), Real Estate, Software",AI-powered property reports,,"New York, New York, United States, North America",http://realreports.ai/,,2000000,USD,2000000,Seed,1,,"CMS Holdings, Erez Capital, Fortified Ventures, LAUNCH, Moderne Ventures, SNR.vc, TTV Capital",,7,"17,975"
Pre Seed Round - Sweep,https://www.crunchbase.com/funding_round/sweep-6ba5-pre-seed--c145d3ab,Sweep,https://www.crunchbase.com/organization/sweep-6ba5,Pre-Seed,2000000,USD,2000000,2023-11-02,Seed,23000000,USD,23000000,Yes,"Artificial Intelligence (AI), Developer Tools, Software",Sweep is an artificial intelligence assistant that can take care of users software tasks automatically.,,"San Francisco, California, United States, North America",https://sweep.dev,,2000000,USD,2000000,Seed,1,,"Amjad Masad, Exceptional Capital, Goat Capital, Michele Catasta, Y Combinator",1,5,"19,954"
Pre Seed Round - Superintelligent,https://www.crunchbase.com/funding_round/superintelligent-pre-seed--3fcf063f,Superintelligent,https://www.crunchbase.com/organization/superintelligent,Pre-Seed,2000000,USD,2000000,2024-04-10,Seed,,,,Yes,"Artificial Intelligence (AI), Internet, Video",Superintelligent is a platform that teaches people to use artificial intelligence for work and play through practical videos.,,"New York, New York, United States, North America",https://besuper.ai,,2000000,USD,2000000,Seed,1,Learn Capital,Learn Capital,1,1,"19,997"
Seed Round - DeepAgro,https://www.crunchbase.com/funding_round/deepagro-seed--8d4e39c4,DeepAgro,https://www.crunchbase.com/organization/deepagro,Seed,2000000,USD,2000000,2022-11-01,Seed,,,,Yes,"Agriculture, AgTech, Artificial Intelligence (AI), Data Mining, Internet of Things",DeepAgro is an AI company applied to agriculture that reduces the use of agrochemicals and improves the efficiency of farmers.,,"Rosario, Santa Fe, Argentina, South America",https://www.deepagro.com/,$1M to $10M,2800000,USD,2800000,Seed,2,Draco Capital,"BYX Ventures, Draco Capital, Grupo Dacas, Innventure, Pampa Start",,5,"20,132"
Seed Round - DoorSpace,https://www.crunchbase.com/funding_round/door-space-inc-seed--7b8e2930,DoorSpace,https://www.crunchbase.com/organization/door-space-inc,Seed,2000000,USD,2000000,2024-05-09,Seed,,,,Yes,"Analytics, Apps, Artificial Intelligence (AI), Career Planning, Enterprise Software, Health Care, Hospital, Psychology, Software, Staffing Agency",DoorSpace is a SaaS Platform transforming the way healthcare organizations retain and develop their clinical talent,"Women Founded, Women Led","Houston, Texas, United States, North America",https://doorspaceinc.com,Less than $1M,2300000,USD,2300000,Seed,3,,,,,"22,918"
Equity Crowdfunding - Clockwork,https://www.crunchbase.com/funding_round/marionet-equity-crowdfunding--64cb1e84,Clockwork,https://www.crunchbase.com/organization/marionet,Equity Crowdfunding,2000000,USD,2000000,2023-10-17,,37500000,USD,37500000,Yes,"Artificial Intelligence (AI), Beauty, Robotics, Software",Clockwork builds AI-powered robots.,"South Asian Founded, Women Founded, Women Led","San Francisco, California, United States, North America",https://www.likeclockwork.com,$1M to $10M,10500000,USD,10500000,,3,Arash Ferdowsi,"Alison Riske Amritraj, Arash Ferdowsi, Balaji Srinivasan, Dawn Dobras, Initialized Capital, Julie Bornstein, Max Mullen, MVP Ventures, Pipeline Capital",,9,"23,999"
Pre Seed Round - Traidy,https://www.crunchbase.com/funding_round/traidy-pre-seed--120643c7,Traidy,https://www.crunchbase.com/organization/traidy,Pre-Seed,2000000,USD,2000000,2023-09-02,Seed,,,,Yes,"Apps, Artificial Intelligence (AI), Finance",Traidy develops and operates an application that shares news about stocks and trading.,,"Dubai, Dubai, United Arab Emirates, Asia",https://heytraidy.com/,,2000000,USD,2000000,Seed,1,,Three Sigma Ventures,,1,"26,882"
Seed Round - MIM Fertility,https://www.crunchbase.com/funding_round/mim-fertility-seed--40e89ee9,MIM Fertility,https://www.crunchbase.com/organization/mim-fertility,Seed,2000000,USD,2000000,2023-12-04,Seed,,,,Yes,"Artificial Intelligence (AI), Hospital, Medical",MIM Fertility help fertility professionals improve patient outcomes and increase clinic efficiency by artificial intelligence .,,"Warszawa, Mazowieckie, Poland, Europe",https://www.mimfertility.ai,,2000000,USD,2000000,Seed,1,,"Peleton, Tangent Line Ventures",1,2,"36,301"
Pre Seed Round - Mundial Media,https://www.crunchbase.com/funding_round/mundial-media-pre-seed--470e05d6,Mundial Media,https://www.crunchbase.com/organization/mundial-media,Pre-Seed,2000000,USD,2000000,2023-09-21,Seed,,,,Yes,"Advertising, Advertising Platforms, Artificial Intelligence (AI), Digital Marketing, Digital Media, DSP, Machine Learning, Media and Entertainment",Mundial Media is a vertical advertising technology platform offering first-party contextual targeting and scaled U.S. multicultural reach,"Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","Los Angeles, California, United States, North America",https://www.mundialmedia.com/,,2000000,USD,2000000,Seed,1,"Barlow Family Investments, New Day Industries","Barlow Family Investments, New Day Industries",1,2,"38,968"
Venture Round - LavLabs,https://www.crunchbase.com/funding_round/lavlabs-series-unknown--2b39ce30,LavLabs,https://www.crunchbase.com/organization/lavlabs,Venture - Series Unknown,2000000,USD,2000000,2024-02-15,,,,,Yes,"Artificial Intelligence (AI), Augmented Reality, Blockchain, Consumer Software, Machine Learning, Metaverse, Real Estate, Social Media, Social Network, Virtual Reality",LavLabs is a human-enhancement technology company on a mission to help build community and advance human capabilities.,"Black Founded, Black Led, Indigenous Founded, Indigenous Led","Santa Monica, California, United States, North America",https://lavlabs.com/,$1M to $10M,5003250,USD,5003250,,4,"Family of Firms, Madu Partners","Family of Firms, Madu Partners",,2,"45,438"
Seed Round - Rainbow Weather,https://www.crunchbase.com/funding_round/rainbow-weather-seed--5d569e8e,Rainbow Weather,https://www.crunchbase.com/organization/rainbow-weather,Seed,2000000,USD,2000000,2023-11-07,Seed,,,,Yes,"Artificial Intelligence (AI), Mobile Apps",Rainbow Weather uses artificial intelligence to give accurate and rapid weather forecasts.,,"Warszawa, Mazowieckie, Poland, Europe",https://rainbow.ai/,,2000000,USD,2000000,Seed,1,,"Kolas Ventures, Melnichek Investments, Verras Capital",1,3,"46,535"
Seed Round - SOTAI,https://www.crunchbase.com/funding_round/sotai-seed--1b20d6ec,SOTAI,https://www.crunchbase.com/organization/sotai,Seed,2000000,USD,2000000,2023-10-10,Seed,,,,Yes,"Artificial Intelligence (AI), Developer Tools, Machine Learning, SaaS",Interpretable ML Developer Tools,,"Los Angeles, California, United States, North America",https://www.sotai.ai,,2000000,USD,2000000,Seed,1,Four Rivers Group,Four Rivers Group,1,1,"47,165"
Seed Round - HeyMilo,https://www.crunchbase.com/funding_round/heymilo-seed--806694f7,HeyMilo,https://www.crunchbase.com/organization/heymilo,Seed,2000000,USD,2000000,2024-01-22,Seed,,,,Yes,"Artificial Intelligence (AI), Generative AI, SaaS, Scheduling",Deploy interoperable generative AI agents for various end-user interactions.,,"New York, New York, United States, North America",https://www.heymilo.ai/,,2150000,USD,2150000,Seed,2,Canaan Partners,"Alumni Ventures, Canaan Partners",,2,"51,001"
Series A - Resync,https://www.crunchbase.com/funding_round/resync-series-a--aef1e10c,Resync,https://www.crunchbase.com/organization/resync,Series A,2000000,USD,2000000,2023-07-01,Early Stage Venture,,,,Yes,"Analytics, Artificial Intelligence (AI), Big Data, Energy, Energy Efficiency, Heating, Ventilation, and Air Conditioning (HVAC), Internet of Things, Machine Learning, Software, Sustainability",Ai driven Intelligent Energy Cloud Platform for smart buildings and systems with distributed energy sources.,,"Singapore, Central Region, Singapore, Asia",https://www.resynctech.com/,Less than $1M,5100000,USD,5100000,Early Stage Venture,5,GGV Capital,"GGV Capital, SGInnovate",2,2,"52,030"
Venture Round - ModuleQ,https://www.crunchbase.com/funding_round/moduleq-series-unknown--a899de4f,ModuleQ,https://www.crunchbase.com/organization/moduleq,Venture - Series Unknown,2000000,USD,2000000,2024-03-27,,,,,Yes,"Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning",ModuleQ is an enterprise revenue intelligence platform powered by People-Facing AI.,,"Cupertino, California, United States, North America",https://moduleq.com/,Less than $1M,16743200,USD,16743200,,8,,,,,"53,201"
Seed Round - Hadrius,https://www.crunchbase.com/funding_round/hadrius-seed--8a20aa09,Hadrius,https://www.crunchbase.com/organization/hadrius,Seed,2000000,USD,2000000,2023-09-11,Seed,,,,Yes,"Artificial Intelligence (AI), FinTech",Hadrius automates the SEC compliance process with AI for financial companies.,,"San Francisco, California, United States, North America",https://www.hadrius.com,,2500000,USD,2500000,Seed,2,,"Dorm Room Fund, Lynett Capital, Roadrunner Ventures, Singularity Capital, Unpopular Ventures, Y Combinator",,6,"53,718"
Seed Round - Uptime Industries,https://www.crunchbase.com/funding_round/uptime-industries-seed--647dbdce,Uptime Industries,https://www.crunchbase.com/organization/uptime-industries,Seed,2000000,USD,2000000,2024-02-01,Seed,10000000,USD,10000000,Yes,"Artificial Intelligence (AI), Computer, Developer APIs, Generative AI, Natural Language Processing",Creators of LLM in a Box and computeblade.com,,"New York, New York, United States, North America",https://uptime.industries/,,3300000,USD,3300000,Seed,2,True Ventures,True Ventures,,1,"54,982"
Post-IPO Equity - Wearable Devices,https://www.crunchbase.com/funding_round/wearable-devices-ltd-post-ipo-equity--2f0bf756,Wearable Devices,https://www.crunchbase.com/organization/wearable-devices-ltd,Post-IPO Equity,2000000,USD,2000000,2023-11-13,,,,,Yes,"Artificial Intelligence (AI), Augmented Reality, Health Care, Human Computer Interaction, Machine Learning, Metaverse, Software, Virtual Reality, Wearables","Developing Mudra, a Brain-Computer Interface  wristband that uses neural impulses as input to control digital devices",,"Yoqne`am `illit, HaZafon, Israel, Asia",http://www.wearabledevices.co.il,$1M to $10M,15500000,USD,15500000,IPO,5,,,,,"57,672"
Seed Round - Wellx,https://www.crunchbase.com/funding_round/wellx-ai-seed--4b776792,Wellx,https://www.crunchbase.com/organization/wellx-ai,Seed,2000000,USD,2000000,2023-07-25,Seed,,,,Yes,"Artificial Intelligence (AI), Big Data, Insurance, InsurTech, Wellness","InsureTech, HealthTech, Health Insurance, Wellness, Digital Insurance",,"Dubai, Dubai, United Arab Emirates, Asia",https://www.wellxai.com/,$10M to $50M,2020000,USD,2020000,Seed,3,Dubai Future District Fund,"Aditum Ventures, Annex Investments, DASH Ventures, Dubai Future District Fund, Loyal VC, Plug and Play, Plus Venture Capital, Sanabil",,8,"61,462"
Pre Seed Round - Gemelo.ai,https://www.crunchbase.com/funding_round/gemeloai-pre-seed--c62953b0,Gemelo.ai,https://www.crunchbase.com/organization/gemeloai,Pre-Seed,2000000,USD,2000000,2023-09-08,Seed,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Speech Recognition","AI Clones and Agents that scale your voice, interactions, and business",,"San Francisco, California, United States, North America",http://www.gemelo.ai,$1M to $10M,2000000,USD,2000000,Seed,1,,Plug and Play,,1,"63,236"
Seed Round - Easylii,https://www.crunchbase.com/funding_round/easylii-seed--27721f59,Easylii,https://www.crunchbase.com/organization/easylii,Seed,2000000,USD,2000000,2024-01-01,Seed,1000000,USD,1000000,Yes,"Artificial Intelligence (AI), Content Creators, E-Learning, EdTech, Machine Learning, Social",Easylii is a social activity platform that provides personalize lessons and activities for learners and creators.,,"Richmond, British Columbia, Canada, North America",https://www.easylii.com,,2000000,USD,2000000,Seed,1,,,,,"71,923"
Seed Round - Vieu,https://www.crunchbase.com/funding_round/vieu-seed--b02c2517,Vieu,https://www.crunchbase.com/organization/vieu,Seed,2000000,USD,2000000,2023-09-13,Seed,,,,Yes,"Artificial Intelligence (AI), Business Information Systems","Vieu offers a comprehensive AI-generated execution strategy, from prospecting to proposal to procurement.",,"Seattle, Washington, United States, North America",https://try.vieu.com/about,$1M to $10M,2000000,USD,2000000,Seed,1,Lila Tretikov,Lila Tretikov,,1,"72,925"
Pre Seed Round - 11x.ai,https://www.crunchbase.com/funding_round/11x-ai-pre-seed--6c3a0abd,11x.ai,https://www.crunchbase.com/organization/11x-ai,Pre-Seed,2000000,USD,2000000,2023-08-11,Seed,,,,Yes,"Artificial Intelligence (AI), Information Technology, Software",11x is an AI and Automation company that builds autonomous digital workers.,,"London, England, United Kingdom, Europe",https://11x.ai,,2000000,USD,2000000,Seed,1,Project A Ventures,"Felipe Navio, Kintxo Cortés, Mandeep Singh, No Label Ventures, Project A Ventures, Tiny Ventures",1,6,"74,532"
Seed Round - Cerebrum Sensor Technologies,https://www.crunchbase.com/funding_round/cerebrum-sensor-technologies-seed--ebf17136,Cerebrum Sensor Technologies,https://www.crunchbase.com/organization/cerebrum-sensor-technologies,Seed,2000000,USD,2000000,2023-12-08,Seed,22500000,USD,22500000,Yes,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Fleet Management, Information Technology, Internet of Things, Manufacturing, Software, Transportation",Industry-leading technology company building AI-based Intelligent Tire Solutions for vehicle tires.,,"Van Nuys, California, United States, North America",https://cerebrumsensor.com/,$1M to $10M,2000000,USD,2000000,Seed,1,,,,,"76,279"
Seed Round - Algotive,https://www.crunchbase.com/funding_round/algotive-seed--0b48940c,Algotive,https://www.crunchbase.com/organization/algotive,Seed,2000000,USD,2000000,2023-11-15,Seed,,,,Yes,"Artificial Intelligence (AI), Government, Internet of Things, Law Enforcement, Machine Learning, Public Safety, Security, Software",Leading the Global Transition to AI-enabled Productivity,Hispanic / Latine Founded,"San Diego, California, United States, North America",https://www.algotive.ai/,,4000000,USD,4000000,Seed,3,,,,,"76,345"
